PIs,POs,AND_Gates_Before,Levels_Before,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,ND,Edge,Area,Delay,Levels_After,Power
207,107,2198,30,choice2,strash,drf,compress,rwsat,compress2,refactor,dc2,resyn2,drwsat2,resyn3,drw,refactor,choice,strash,resub -z,rewrite -z,refactor -z,refactor,refactor,839,1855,839.0,22.0,22,948.03
26,11,1592,31,dc2,resub -z,refactor,dc2,choice,strash,resyn2,compress2,drwsat2,share,resyn2a,rwsat,resyn3,rewrite -z,resyn2,drf,drw,drf,compress,compress,517,1442,517.0,8.0,8,647.97
32,32,2337,120,resyn,compress2,compress,share,resyn2a,rewrite -z,balance,refactor -z,drw,balance,drw,resub -z,rwsat,drw,drf,resyn3,resub -z,rwsat,balance,refactor -z,2365,5580,2365.0,49.0,49,2564.01
177,128,1169,14,resyn2,refactor,choice2,strash,resyn3,drw,balance,resyn2,rewrite -z,resub -z,compress,rewrite -z,choice2,strash,compress2,resyn2,drf,refactor,choice,strash,602,1565,602.0,8.0,8,683.92
45,45,1577,14,resyn2,choice,strash,compress2,rwsat,compress2,dc2,refactor,resub,refactor,drwsat2,rewrite -z,resyn2a,choice,strash,balance,drf,rwsat,compress,drwsat2,738,2222,738.0,8.0,8,605.5
45,45,1577,14,resyn2a,choice,strash,drw,choice,strash,drw,resyn2,rwsat,rewrite,drw,drf,drwsat2,resub -z,rewrite,resyn3,resyn2,resyn,resub -z,refactor,781,2404,781.0,7.0,7,659.46
26,11,1592,31,dc2,resyn3,resyn2,rwsat,choice,strash,rwsat,dc2,rwsat,choice,strash,rewrite,resyn3,drw,share,drwsat2,resub,refactor,drf,rwsat,510,1401,510.0,8.0,8,625.34
135,125,613,8,refactor,balance,rewrite,drw,share,compress,rwsat,drwsat2,rwsat,drf,resyn3,refactor,drw,resub,resub,compress2,balance,refactor -z,resub,refactor -z,320,833,320.0,4.0,4,434.07
32,32,2337,120,rewrite,resyn2a,resub,resyn,resub -z,drw,dc2,compress2,drf,drw,rewrite,drf,drwsat2,resyn,share,dc2,drw,compress,rewrite -z,refactor -z,2242,5348,2242.0,49.0,49,2496.78
26,11,1592,31,dc2,dc2,rwsat,choice,strash,resyn3,resyn2a,drf,rewrite,choice,strash,refactor -z,rewrite -z,dc2,rewrite,resyn2a,compress2,resyn3,drf,resyn3,519,1434,519.0,10.0,10,650.23
207,107,2198,30,choice2,strash,choice,strash,resyn2,share,resyn3,refactor,resub,rwsat,rewrite -z,compress2,drwsat2,balance,resyn3,compress2,drwsat2,choice2,strash,resyn2a,827,1833,827.0,23.0,23,944.09
26,11,1592,31,resyn,balance,resyn,dc2,resyn3,rwsat,rewrite,rewrite -z,resyn3,rewrite -z,balance,resyn2a,compress,drf,choice,strash,resyn3,refactor -z,rewrite -z,resyn2,548,1516,548.0,8.0,8,688.66
512,130,2865,287,compress2,compress,resyn,resub -z,share,rewrite -z,resyn,resub -z,drwsat2,rwsat,compress,refactor -z,choice,strash,rwsat,resyn,resub,drw,share,refactor,1821,4276,1821.0,102.0,102,2179.99
177,128,1169,14,drf,refactor -z,dc2,choice2,strash,choice,strash,refactor -z,rewrite,rwsat,refactor -z,rwsat,rwsat,resub -z,resyn2a,drw,resyn,dc2,compress,resyn,581,1532,581.0,8.0,8,663.58
135,125,613,8,compress,rwsat,balance,dc2,resub,compress,choice2,strash,drf,resyn2a,share,choice,strash,drw,resyn2a,balance,dc2,resyn3,resyn,resyn,335,854,335.0,4.0,4,440.86
32,32,2337,120,drf,rewrite -z,resub -z,rwsat,rwsat,resyn2a,drw,choice,strash,resub -z,resyn,resyn,resub -z,resub,share,choice2,strash,balance,balance,resyn3,1940,4410,1940.0,49.0,49,2063.71
45,45,1577,14,rewrite,drw,choice,strash,choice2,strash,drw,resyn,rwsat,resyn,refactor -z,resub,refactor,compress2,dc2,resyn3,drwsat2,compress,resyn3,refactor -z,716,2150,716.0,8.0,8,546.68
24,25,5416,225,choice,strash,resyn,choice2,strash,balance,refactor,balance,drwsat2,compress,refactor,choice,strash,dc2,drwsat2,drf,resub -z,resub,share,resyn2a,3558,9538,3558.0,74.0,74,3632.42
177,128,1169,14,rewrite -z,resyn3,rewrite,resyn2,compress,resyn2,rwsat,compress2,resub -z,choice,strash,resub -z,rewrite,resyn2a,resyn2,choice,strash,resyn2,drw,share,546,1463,546.0,7.0,7,625.56
177,128,1169,14,compress2,choice2,strash,resyn3,resyn2a,refactor,balance,drwsat2,rewrite -z,resyn2,resub -z,rewrite -z,resyn2,resyn3,drwsat2,share,choice2,strash,drf,drf,546,1471,546.0,8.0,8,629.09
32,32,2337,120,rewrite,choice2,strash,choice2,strash,choice2,strash,compress,balance,choice2,strash,balance,share,resyn2a,compress2,drwsat2,rewrite,resub -z,resyn2,drf,2264,5241,2264.0,52.0,52,2395.73
135,125,613,8,resub,refactor,rwsat,resub,compress,compress2,dc2,refactor,compress,choice2,strash,resyn3,resyn2,drwsat2,choice2,strash,drwsat2,refactor,resub -z,dc2,300,793,300.0,5.0,5,431.61
32,32,2337,120,share,choice,strash,balance,balance,compress,balance,share,rewrite -z,resub,compress,choice,strash,share,refactor,rewrite,rewrite,drf,choice,strash,1937,4375,1937.0,49.0,49,2034.3
26,11,1592,31,rewrite,drw,balance,drwsat2,resyn2a,rewrite -z,resyn2a,resyn2,share,refactor -z,rwsat,resub -z,drwsat2,resyn2,resyn3,resyn2a,choice,strash,resyn2a,rewrite -z,532,1490,532.0,9.0,9,657.38
177,128,1169,14,dc2,resub -z,resyn2,choice,strash,compress,resyn3,resyn3,resyn,resyn,resyn,rwsat,resub -z,rwsat,resyn2a,resub,resub -z,resyn2a,refactor -z,drf,558,1503,558.0,8.0,8,656.87
24,25,5416,225,resyn2a,resyn3,dc2,resyn2,resyn2,resyn2a,rewrite -z,resyn3,drw,compress2,refactor -z,rwsat,drw,resub -z,compress2,rewrite -z,rwsat,rewrite -z,resyn,resyn3,3437,9116,3437.0,76.0,76,3402.71
32,32,2337,120,refactor -z,choice2,strash,resub -z,resub,compress,resyn2a,resyn2,resub,drw,resyn2a,dc2,compress2,drf,drf,refactor,resyn2a,compress,refactor -z,resyn2,1483,3035,1483.0,45.0,45,1446.72
207,107,2198,30,drw,resyn3,drf,resyn3,rewrite,refactor -z,resyn3,resyn3,dc2,resyn2a,rewrite,resyn2,resyn,rwsat,rewrite -z,drwsat2,balance,rewrite -z,resyn2a,resyn2a,881,1967,881.0,21.0,21,1000.99
207,107,2198,30,rewrite -z,resyn2a,share,refactor,balance,rewrite -z,compress,rewrite,balance,drwsat2,share,choice,strash,balance,choice2,strash,compress,resub -z,compress2,resyn,802,1785,802.0,24.0,24,920.85
135,125,613,8,compress,drf,rewrite -z,drw,share,drwsat2,rewrite,rewrite -z,compress,rewrite,rewrite -z,rewrite,rewrite,refactor -z,dc2,dc2,drwsat2,compress,resub -z,rwsat,338,862,338.0,5.0,5,443.9
26,11,1592,31,rewrite,refactor,drwsat2,resub,drf,rwsat,compress2,drwsat2,balance,drw,drw,choice,strash,compress2,dc2,refactor -z,drwsat2,resyn3,refactor -z,drf,507,1391,507.0,11.0,11,631.33
135,125,613,8,dc2,rwsat,resyn2,resyn,resyn2a,resub,rwsat,drwsat2,drf,balance,rewrite -z,drwsat2,drf,resyn2a,drw,choice2,strash,drwsat2,drw,balance,344,871,344.0,5.0,5,467.6
512,130,2865,287,rewrite -z,drw,resyn2a,drwsat2,balance,choice2,strash,resyn,rewrite,refactor,resyn2a,drwsat2,rewrite,drf,drf,choice,strash,drf,refactor,resyn3,2081,4686,2081.0,110.0,110,2385.02
26,11,1592,31,rewrite -z,compress,refactor,resyn2,choice,strash,drwsat2,resub,resyn2a,choice,strash,resyn2a,drw,resyn2a,dc2,refactor,refactor,resyn2,resyn2,rewrite -z,542,1481,542.0,10.0,10,676.05
135,125,613,8,balance,refactor -z,drf,drwsat2,compress,rewrite -z,rewrite -z,compress,choice,strash,drw,rewrite -z,dc2,drf,choice2,strash,resyn2a,balance,drw,resyn,331,849,331.0,5.0,5,456.23
177,128,1169,14,resub,balance,compress,drw,refactor -z,drf,resyn,dc2,resyn2,resub -z,rewrite,drf,rewrite,choice,strash,drwsat2,rewrite -z,refactor -z,rewrite -z,resyn,590,1541,590.0,8.0,8,675.66
24,25,5416,225,rewrite,refactor -z,resyn2a,rewrite,resyn,resub -z,resyn2a,share,compress,rwsat,resyn,resub -z,resyn2,drf,resub -z,choice2,strash,balance,choice,strash,3372,9088,3372.0,78.0,78,3383.09
512,130,2865,287,share,rewrite,rewrite,refactor,dc2,resyn2,choice2,strash,refactor -z,drw,compress2,resyn3,refactor,drf,refactor,drf,rewrite -z,resub,compress,rewrite,2029,4425,2029.0,115.0,115,2261.1
177,128,1169,14,refactor -z,rewrite,resyn,resyn2a,compress2,balance,dc2,rwsat,refactor -z,rewrite,drf,resyn,dc2,compress,choice,strash,resyn,choice2,strash,compress2,588,1503,588.0,8.0,8,659.24
164,132,930,11,rwsat,resub,share,refactor,choice2,strash,dc2,choice2,strash,resyn2,rewrite,drw,rewrite,choice2,strash,refactor -z,resyn2,compress2,balance,compress,409,1115,409.0,6.0,6,500.78
32,32,2337,120,rewrite,rewrite -z,resyn2,resub -z,choice2,strash,refactor,rwsat,refactor,resub,drw,resyn3,refactor -z,choice2,strash,drw,choice,strash,balance,resub -z,1477,3062,1477.0,45.0,45,1457.05
164,132,930,11,rewrite,dc2,dc2,resyn,resub -z,rewrite -z,dc2,resub -z,rewrite -z,resub -z,drw,rewrite,resyn2,resub,resyn2a,rewrite,share,rewrite,choice,strash,414,1132,414.0,7.0,7,536.88
135,125,613,8,choice,strash,refactor -z,drw,rewrite -z,compress,choice,strash,share,resyn2a,resub -z,balance,dc2,drf,rewrite -z,drwsat2,rewrite,choice2,strash,resub -z,332,852,332.0,5.0,5,441.39
177,128,1169,14,compress2,dc2,resub -z,refactor,drf,resub -z,compress2,choice,strash,refactor,refactor,rwsat,drw,rwsat,refactor -z,compress2,drw,drw,resub -z,rewrite -z,591,1563,591.0,8.0,8,685.98
24,25,5416,225,drw,resyn2,rwsat,share,drwsat2,refactor,refactor,resyn2,resyn3,balance,resyn3,resub -z,rewrite,choice2,strash,resub -z,choice2,strash,refactor -z,compress,3457,9371,3457.0,80.0,80,3514.38
177,128,1169,14,resyn2,choice,strash,share,refactor -z,rwsat,balance,rewrite -z,refactor -z,resub,balance,rewrite -z,share,choice2,strash,dc2,choice2,strash,dc2,drwsat2,539,1434,539.0,8.0,8,611.72
24,25,5416,225,compress,refactor -z,resub -z,resyn2,resyn2a,rewrite,drf,balance,drf,refactor,rewrite,rewrite -z,choice,strash,rewrite,compress2,resub -z,resyn2a,refactor -z,balance,3298,8758,3298.0,81.0,81,3250.85
164,132,930,11,resyn3,compress,resub -z,compress,resub -z,resyn,dc2,share,compress2,drwsat2,resyn3,rewrite,rewrite,choice2,strash,drf,resub,resyn2,resub -z,compress,435,1141,435.0,6.0,6,521.25
512,130,2865,287,resub,resub,resub,dc2,rewrite,rewrite,rewrite,rwsat,drwsat2,rewrite -z,resub -z,resyn,rewrite -z,resyn2a,share,resyn2a,dc2,refactor,share,resyn2,1894,4393,1894.0,101.0,101,2236.97
32,32,2337,120,drw,resub -z,choice,strash,rwsat,resub -z,resyn,resyn3,choice,strash,balance,share,choice,strash,resyn3,refactor -z,compress,resyn2a,rewrite,refactor,2292,5401,2292.0,51.0,51,2457.36
207,107,2198,30,rewrite -z,choice,strash,drf,drw,share,refactor,choice2,strash,resyn3,refactor,drw,balance,resub,rewrite -z,resyn3,choice,strash,compress,share,820,1813,820.0,22.0,22,935.38
135,125,613,8,dc2,refactor -z,resyn2a,refactor -z,refactor -z,resyn,refactor,resyn2a,dc2,rewrite,choice,strash,resyn3,compress2,dc2,share,drf,resyn2a,resyn,balance,348,881,348.0,5.0,5,454.97
207,107,2198,30,drf,dc2,dc2,drwsat2,drwsat2,balance,drf,dc2,compress,resyn,resub -z,drw,compress2,dc2,choice,strash,dc2,dc2,refactor -z,dc2,840,1871,840.0,21.0,21,955.4
32,32,2337,120,dc2,resub,resub -z,resyn3,drw,refactor,drf,resub,refactor -z,drw,drw,share,choice,strash,rewrite,resyn3,resub,choice,strash,refactor,2204,5363,2204.0,48.0,48,2448.0
177,128,1169,14,drwsat2,compress2,refactor -z,rwsat,drw,rewrite -z,rwsat,resub,drf,resub -z,resyn2a,rewrite -z,rwsat,balance,dc2,drwsat2,resub -z,balance,drw,compress2,577,1514,577.0,8.0,8,652.73
32,32,2337,120,drf,resub,resyn2,dc2,resyn3,balance,refactor -z,refactor,refactor -z,rewrite -z,compress,rewrite,resyn,resyn2a,dc2,choice,strash,refactor,choice2,strash,1486,3103,1486.0,45.0,45,1473.76
207,107,2198,30,rwsat,refactor,share,balance,dc2,drwsat2,drf,rewrite -z,resub,choice2,strash,drw,compress2,share,choice2,strash,resyn2,refactor -z,compress2,drf,804,1806,804.0,23.0,23,929.08
135,125,613,8,rewrite,resyn3,resyn2,resub -z,resyn2a,resyn2,compress2,resyn3,drw,resyn2a,choice,strash,choice2,strash,refactor,rewrite,choice2,strash,refactor -z,refactor -z,272,723,272.0,5.0,5,397.89
45,45,1577,14,resyn2a,choice,strash,drf,rwsat,balance,choice,strash,drw,resyn2,drf,refactor,rwsat,rewrite -z,dc2,resyn,compress,refactor,balance,rewrite,739,2269,739.0,7.0,7,627.0
207,107,2198,30,drw,share,choice2,strash,resyn,drwsat2,rewrite -z,rewrite -z,resyn2a,drw,rewrite -z,choice,strash,rewrite -z,share,dc2,rwsat,resub,balance,rewrite,806,1812,806.0,20.0,20,930.98
164,132,930,11,compress,drf,balance,refactor,resyn,rewrite -z,resyn2,refactor -z,compress,balance,balance,drwsat2,rewrite,balance,resub -z,compress2,resyn2,choice2,strash,rewrite,488,1249,488.0,6.0,6,606.55
512,130,2865,287,compress2,resyn,compress,rewrite -z,choice,strash,drf,refactor -z,resub,drw,choice2,strash,balance,drwsat2,rwsat,resyn3,resyn2,refactor -z,choice,strash,2010,4586,2010.0,91.0,91,2333.2
512,130,2865,287,resyn,resyn2,rewrite -z,choice2,strash,refactor,drwsat2,choice2,strash,choice2,strash,rwsat,resyn3,resyn3,resub -z,resub -z,balance,refactor,drwsat2,dc2,2075,4690,2075.0,101.0,101,2381.15
164,132,930,11,compress2,dc2,balance,compress,drf,choice2,strash,resyn,refactor -z,drwsat2,drwsat2,share,drf,resub -z,share,choice2,strash,compress2,resub -z,rewrite -z,429,1192,429.0,6.0,6,556.29
177,128,1169,14,dc2,balance,resyn2a,compress2,choice2,strash,drf,compress2,resyn,resyn2a,rewrite -z,drf,rewrite,resyn2,rwsat,refactor,refactor -z,rwsat,refactor -z,resyn2a,599,1547,599.0,8.0,8,668.0
177,128,1169,14,rewrite -z,drf,drwsat2,compress2,compress2,drw,compress,resyn,choice2,strash,drw,compress,refactor -z,dc2,choice,strash,rwsat,resub,rwsat,rwsat,604,1547,604.0,8.0,8,669.59
24,25,5416,225,resub -z,drf,balance,refactor -z,share,balance,refactor -z,refactor -z,rewrite -z,balance,resyn3,compress,refactor -z,balance,refactor,resub,resyn2,resyn,drw,dc2,3390,8875,3390.0,80.0,80,3293.99
24,25,5416,225,rwsat,balance,drw,resyn3,compress,balance,choice,strash,rewrite -z,compress2,choice,strash,resub,resyn3,drwsat2,resyn,resyn2a,rewrite -z,compress,share,3510,9427,3510.0,80.0,80,3545.3
135,125,613,8,dc2,refactor,drw,compress2,resyn,refactor -z,resyn,resyn3,resyn2,choice,strash,rewrite -z,choice2,strash,compress2,resub -z,resyn2a,choice2,strash,compress2,346,866,346.0,5.0,5,463.9
177,128,1169,14,resub,rewrite -z,drw,drw,rewrite -z,resyn,rwsat,resub,compress,choice,strash,drf,resyn3,compress,resyn,resub,compress,resub,refactor,resyn2a,625,1599,625.0,8.0,8,692.96
45,45,1577,14,choice2,strash,resyn2,balance,drf,resyn3,drw,rewrite,drf,compress2,dc2,balance,resyn2a,share,share,choice,strash,resyn,drwsat2,share,688,2065,688.0,7.0,7,578.18
32,32,2337,120,resub,rwsat,refactor,resub -z,resub -z,rewrite,resyn3,drwsat2,dc2,rewrite,share,refactor -z,resub -z,resub,resyn2a,balance,choice,strash,rewrite -z,dc2,1968,4479,1968.0,50.0,50,2085.26
207,107,2198,30,resyn3,rewrite -z,rewrite -z,resyn3,resyn2a,share,choice,strash,resub -z,compress,resyn2a,resyn2a,share,dc2,rewrite -z,rewrite,resyn2,choice,strash,balance,806,1801,806.0,21.0,21,931.01
45,45,1577,14,rwsat,choice2,strash,refactor -z,resyn3,share,share,compress2,drwsat2,rewrite -z,dc2,drf,choice,strash,share,drwsat2,compress2,dc2,choice2,strash,619,1873,619.0,8.0,8,516.01
26,11,1592,31,refactor,rewrite -z,refactor,choice,strash,choice,strash,resub -z,choice,strash,compress2,drw,share,choice2,strash,compress,dc2,refactor,resyn2a,dc2,509,1415,509.0,11.0,11,625.96
45,45,1577,14,rewrite -z,resub -z,compress2,refactor -z,rewrite -z,compress2,share,balance,refactor,compress,drwsat2,choice2,strash,choice,strash,refactor,resyn,drw,compress,resyn,678,2053,678.0,8.0,8,547.38
32,32,2337,120,resyn2,rewrite,drwsat2,resyn,choice,strash,resub,choice2,strash,drwsat2,rewrite,rewrite,rwsat,drw,choice2,strash,compress,resyn2,resyn2a,compress,1477,3062,1477.0,45.0,45,1455.5
26,11,1592,31,drwsat2,resyn2a,resyn2a,share,resyn,resyn3,resyn,choice2,strash,choice,strash,drf,resyn2a,rwsat,rewrite -z,resyn2,rwsat,balance,drwsat2,share,533,1490,533.0,9.0,9,651.83
177,128,1169,14,resyn2a,drf,compress2,resub -z,balance,refactor -z,resub -z,compress2,resub -z,dc2,resub -z,rewrite -z,rewrite,choice,strash,refactor -z,resub -z,rewrite -z,refactor,compress2,582,1489,582.0,8.0,8,642.99
26,11,1592,31,rwsat,drw,refactor,drw,resyn2,resub,resyn2a,rwsat,drf,refactor,resyn,resyn2a,resub -z,resyn,drwsat2,resub -z,resub,resyn3,share,balance,536,1489,536.0,9.0,9,659.92
45,45,1577,14,resub -z,drf,share,resub,rewrite -z,refactor -z,resyn3,resyn2a,compress2,refactor,resyn3,drwsat2,resyn3,refactor,refactor,resyn3,compress,resyn2a,choice,strash,707,2198,707.0,7.0,7,609.07
45,45,1577,14,choice,strash,resyn2a,resyn2,drwsat2,resub -z,refactor -z,rwsat,choice,strash,compress2,rwsat,choice2,strash,balance,resub,resyn,drf,balance,resub -z,722,2197,722.0,8.0,8,590.87
512,130,2865,287,compress2,compress,rewrite -z,resyn2a,choice,strash,refactor -z,dc2,balance,resyn3,resyn2a,refactor -z,dc2,drf,resyn,balance,resub -z,resub,resyn,share,2038,4701,2038.0,103.0,103,2392.83
26,11,1592,31,rewrite,resub -z,share,dc2,share,rewrite -z,rewrite -z,share,choice,strash,dc2,resub -z,rewrite,drwsat2,refactor,dc2,refactor,compress,resyn,drf,517,1462,517.0,8.0,8,608.21
164,132,930,11,rewrite -z,refactor,drwsat2,drw,balance,drwsat2,dc2,drf,resyn2a,rwsat,resub -z,resyn2a,rwsat,resub,drf,drf,drw,drf,refactor,resyn3,473,1228,473.0,6.0,6,602.38
512,130,2865,287,rewrite,dc2,rwsat,rewrite -z,resyn,rewrite -z,refactor,compress,rewrite,choice,strash,resyn,compress2,compress2,resyn,balance,resyn2a,resyn2a,refactor -z,resyn2,1950,4472,1950.0,81.0,81,2283.37
32,32,2337,120,refactor,compress2,refactor,resub -z,compress,choice2,strash,drwsat2,resub -z,rewrite,resub -z,refactor -z,balance,choice2,strash,resub -z,rwsat,resyn2a,resyn3,share,2319,5508,2319.0,49.0,49,2565.03
207,107,2198,30,resub -z,compress,rewrite,drw,drw,refactor,choice2,strash,choice2,strash,dc2,compress,resyn,choice,strash,drwsat2,compress,drwsat2,rewrite,resyn2,837,1886,837.0,23.0,23,962.73
164,132,930,11,compress2,rewrite -z,drf,rewrite -z,refactor -z,resub -z,drw,compress,compress,resyn2,balance,resyn,refactor -z,compress,refactor -z,refactor,choice,strash,resyn3,resyn2a,471,1209,471.0,6.0,6,592.82
177,128,1169,14,resyn,compress2,compress2,rewrite -z,rewrite -z,resyn,balance,choice,strash,resub,choice,strash,resyn,resyn2a,choice2,strash,choice,strash,refactor -z,resub -z,589,1509,589.0,8.0,8,660.98
164,132,930,11,balance,choice,strash,choice2,strash,rewrite,resyn2a,drw,refactor -z,balance,balance,compress,choice,strash,refactor -z,resyn,refactor,resub,rewrite,resub -z,480,1216,480.0,6.0,6,593.9
32,32,2337,120,choice,strash,balance,choice,strash,rewrite,drwsat2,resub,compress2,balance,dc2,resyn,drwsat2,drw,resub,dc2,drwsat2,refactor -z,balance,refactor -z,1477,3090,1477.0,45.0,45,1467.73
512,130,2865,287,choice,strash,rwsat,drwsat2,resub,drwsat2,resyn3,drw,resub,refactor,resub,drwsat2,share,rewrite -z,rewrite,dc2,refactor -z,resyn2,drwsat2,compress,2038,4429,2038.0,118.0,118,2263.08
512,130,2865,287,resyn3,resub -z,resyn2,share,dc2,resyn2,refactor -z,compress2,compress2,compress2,refactor,choice,strash,refactor,choice2,strash,resyn2a,resyn3,drf,resyn3,2033,4539,2033.0,93.0,93,2320.6
32,32,2337,120,share,rewrite,resub -z,resyn3,balance,choice2,strash,rewrite -z,resyn2a,refactor -z,share,refactor,share,resyn3,resub,resyn2,drwsat2,dc2,refactor -z,refactor -z,1818,4168,1818.0,47.0,47,1946.4
512,130,2865,287,resub,compress2,resyn2,dc2,compress2,drf,resyn,compress2,resyn2a,resub,refactor,resub,refactor -z,balance,resub -z,share,drw,refactor,resub -z,drw,1931,4374,1931.0,106.0,106,2231.0
24,25,5416,225,resub,choice2,strash,drw,drf,rewrite,rwsat,resyn2,choice,strash,share,refactor -z,refactor -z,choice2,strash,resyn,choice,strash,resyn2a,share,3486,9112,3486.0,79.0,79,3395.94
45,45,1577,14,drwsat2,resyn,refactor,compress,resyn3,share,resyn2a,resyn2a,choice,strash,dc2,resub -z,resyn2,rewrite,resub,compress2,resyn3,resyn,resyn,resyn2,677,2070,677.0,7.0,7,567.93
207,107,2198,30,refactor -z,share,rwsat,resyn,drf,resyn,balance,resyn,resub -z,balance,compress2,drwsat2,rewrite,drw,resyn3,rewrite,rewrite -z,choice2,strash,dc2,867,1961,867.0,19.0,19,997.13
177,128,1169,14,choice2,strash,share,drwsat2,compress,resub,rewrite,compress2,balance,refactor,drwsat2,compress2,resub -z,compress2,resyn2,rwsat,drf,rwsat,drwsat2,compress2,544,1446,544.0,8.0,8,607.15
207,107,2198,30,share,rewrite -z,rewrite,refactor -z,compress2,drw,resub -z,drf,drw,drwsat2,rewrite -z,drwsat2,drwsat2,compress2,share,compress2,choice,strash,refactor,resyn2a,825,1865,825.0,22.0,22,959.59
135,125,613,8,resub -z,resyn2,choice2,strash,compress,refactor -z,resyn,resub -z,compress,rwsat,resyn2,resyn2a,drwsat2,drwsat2,resyn2,choice2,strash,choice,strash,refactor -z,270,717,270.0,5.0,5,394.27
32,32,2337,120,rwsat,resyn,compress,compress2,resyn2a,refactor,resyn2,refactor -z,compress,resub -z,share,dc2,resyn,drw,drw,compress2,resyn2,dc2,choice2,strash,2316,5558,2316.0,48.0,48,2543.07
26,11,1592,31,resyn2a,rewrite -z,resyn2,compress,rewrite -z,share,drf,drwsat2,balance,balance,rewrite,resyn3,rewrite -z,dc2,choice,strash,resyn,rwsat,choice,strash,532,1493,532.0,9.0,9,663.03
26,11,1592,31,compress2,rewrite,share,share,rwsat,resyn2,resub,choice,strash,refactor -z,refactor,choice2,strash,rewrite -z,balance,resyn3,choice2,strash,drwsat2,resub,558,1545,558.0,8.0,8,672.77
177,128,1169,14,compress,rewrite -z,resyn2,refactor,resub -z,resyn2,choice,strash,compress,compress,dc2,resyn2a,compress2,resub -z,rewrite -z,resub -z,refactor,resub -z,resyn,rwsat,587,1512,587.0,8.0,8,662.73
164,132,930,11,drf,resub -z,drw,refactor -z,refactor,balance,refactor -z,choice2,strash,drf,choice,strash,resyn,refactor -z,rwsat,rewrite -z,resyn,drf,refactor -z,drw,417,1085,417.0,6.0,6,539.66
24,25,5416,225,refactor -z,share,resub -z,rewrite -z,resyn3,rwsat,resyn2,share,drf,resyn3,resub -z,compress2,refactor -z,resyn2,resub,refactor,resyn3,compress2,resub,dc2,3492,9175,3492.0,80.0,80,3423.56
164,132,930,11,resub -z,drw,drf,drwsat2,drf,resyn,resub -z,rewrite,dc2,choice2,strash,rwsat,drw,refactor,compress2,resub,rewrite -z,share,resyn3,share,411,1130,411.0,6.0,6,527.06
